3.83589000000	-71.34710000000	0.000000
3.83589000000	-71.34710000000	89.306400
3.83589000000	-71.34710000000	107.899200
3.83589000000	-71.34710000000	126.796800
3.83589000000	-71.34710000000	157.871160
3.83589000000	-71.34710000000	176.442624
3.83589000000	-71.34710000000	195.303648
3.83590000000	-71.34710000000	208.681320
3.83590000000	-71.34710000000	213.844632
3.83590000000	-71.34710000000	232.669080
3.83591000000	-71.34700000000	251.764800
3.83592000000	-71.34700000000	270.202152
3.83593000000	-71.34700000000	288.605976
3.83593000000	-71.34700000000	307.274976
3.83594000000	-71.34700000000	325.575168
3.83596000000	-71.34690000000	344.085672
3.83597000000	-71.34690000000	362.483400
3.83598000000	-71.34680000000	381.042672
3.83600000000	-71.34680000000	399.422112
3.83602000000	-71.34670000000	416.414712
3.83603000000	-71.34670000000	434.812440
3.83606000000	-71.34660000000	452.798688
3.83608000000	-71.34650000000	468.721440
3.83610000000	-71.34650000000	485.064816
3.83613000000	-71.34640000000	501.008904
3.83616000000	-71.34630000000	516.480552
3.83619000000	-71.34620000000	531.458424
3.83622000000	-71.34610000000	545.723064
3.83626000000	-71.34600000000	559.749960
3.83630000000	-71.34590000000	573.094104
3.83633000000	-71.34570000000	586.334616
3.83637000000	-71.34560000000	599.505024
3.83641000000	-71.34550000000	611.322120
3.83645000000	-71.34540000000	622.124232
3.83649000000	-71.34520000000	633.270768
3.83653000000	-71.34510000000	644.021064
3.83658000000	-71.34500000000	654.210528
3.83662000000	-71.34480000000	664.485336
3.83667000000	-71.34470000000	674.028624
3.83672000000	-71.34450000000	682.995840
3.83677000000	-71.34440000000	691.112664
3.83682000000	-71.34420000000	698.452248
3.83687000000	-71.34410000000	704.901816
3.83691000000	-71.34390000000	710.750928
3.83696000000	-71.34380000000	715.243680
3.83701000000	-71.34360000000	719.135976
3.83706000000	-71.34340000000	721.873080
3.83711000000	-71.34330000000	723.973152
3.83716000000	-71.34310000000	725.268552
3.83722000000	-71.34290000000	725.725752
3.83727000000	-71.34280000000	726.481656
3.83732000000	-71.34270000000	727.469208
3.83736000000	-71.34250000000	728.810328
3.83740000000	-71.34230000000	729.867984
3.83744000000	-71.34220000000	729.983808
3.83747000000	-71.34200000000	729.115128
3.83751000000	-71.34180000000	727.777056
3.83755000000	-71.34170000000	726.859608
3.83758000000	-71.34150000000	726.932760
3.83762000000	-71.34130000000	727.508832
3.83766000000	-71.34120000000	728.377512
3.83770000000	-71.34100000000	729.185232
3.83774000000	-71.34080000000	729.496128
3.83778000000	-71.34070000000	729.328488
